id,subject,number,answer,student_id
3285,헌법,6,2,33
3286,헌법,7,2,33
3287,헌법,8,4,33
3288,헌법,9,4,33
3289,헌법,10,2,33
3290,헌법,11,2,33
3291,헌법,12,3,33
3292,헌법,13,4,33
3293,헌법,14,2,33
3294,헌법,15,1,33
3295,헌법,16,3,33
3296,헌법,17,2,33
3297,헌법,18,2,33
3298,헌법,19,3,33
3299,헌법,20,4,33
3300,헌법,21,3,33
3301,헌법,22,3,33
3302,헌법,23,1,33
3303,헌법,24,2,33
3304,헌법,25,2,33
3305,언어,1,3,33
3306,언어,2,3,33
3307,언어,3,5,33
3308,언어,4,2,33
3309,언어,5,5,33
3310,언어,6,5,33
3311,언어,7,5,33
3312,언어,8,2,33
3313,언어,9,4,33
3314,언어,10,4,33
3315,언어,11,3,33
3316,언어,12,3,33
3317,언어,13,3,33
3318,언어,14,3,33
3319,언어,15,4,33
3320,언어,16,3,33
3321,언어,17,1,33
3322,언어,18,3,33
3323,언어,19,2,33
3324,언어,20,3,33
3325,언어,21,4,33
3326,언어,22,4,33
3327,언어,23,4,33
3328,언어,24,5,33
3329,언어,25,5,33
3330,언어,26,4,33
3331,언어,27,1,33
3332,언어,28,3,33
3333,언어,29,5,33
3334,언어,30,4,33
3335,언어,31,5,33
3336,언어,32,5,33
3337,언어,33,5,33
3338,언어,34,5,33
3339,언어,35,5,33
3340,언어,36,4,33
3341,언어,37,2,33
3342,언어,38,5,33
3343,언어,39,5,33
3344,언어,40,2,33
3345,자료,1,2,33
3346,자료,2,4,33
3347,자료,3,1,33
3348,자료,4,3,33
3349,자료,5,4,33
3350,자료,6,5,33
3351,자료,7,3,33
3352,자료,8,4,33
3353,자료,9,4,33
3354,자료,10,3,33
3355,자료,11,3,33
3356,자료,12,5,33
3357,자료,13,3,33
3358,자료,14,5,33
3359,자료,15,5,33
3360,자료,16,1,33
3361,자료,17,2,33
3362,자료,18,5,33
3363,자료,19,2,33
3364,자료,20,1,33
3365,자료,21,1,33
3366,자료,22,4,33
3367,자료,23,4,33
3368,자료,24,3,33
3369,자료,25,2,33
3370,자료,26,1,33
3371,자료,27,4,33
3372,자료,28,3,33
3373,자료,29,2,33
3374,자료,30,3,33
3375,자료,31,2,33
3376,자료,32,4,33
3377,자료,33,2,33
3378,자료,34,3,33
3379,자료,35,4,33
3380,자료,36,1,33
3381,자료,37,5,33
3382,자료,38,5,33
3383,자료,39,1,33
3384,자료,40,3,33
3385,상황,1,4,33
3386,상황,2,2,33
3387,상황,3,1,33
3388,상황,4,3,33
3389,상황,5,4,33
3390,상황,6,5,33
3391,상황,7,4,33
3392,상황,8,4,33
3393,상황,9,3,33
3394,상황,10,2,33
3395,상황,11,2,33
3396,상황,12,1,33
3397,상황,13,2,33
3398,상황,14,2,33
3399,상황,15,3,33
3400,상황,16,3,33
3401,상황,17,3,33
3402,상황,18,4,33
3403,상황,19,2,33
3404,상황,20,3,33
3405,상황,21,3,33
3406,상황,22,4,33
3407,상황,23,3,33
3408,상황,24,2,33
3409,상황,25,3,33
3410,상황,26,2,33
3411,상황,27,5,33
3412,상황,28,3,33
3413,상황,29,4,33
3414,상황,30,5,33
3415,상황,31,3,33
3416,상황,32,3,33
3417,상황,33,5,33
3418,상황,34,3,33
3419,상황,35,4,33
3420,상황,36,4,33
3421,상황,37,5,33
3422,상황,38,3,33
3423,상황,39,1,33
3424,상황,40,4,33
3425,헌법,1,2,34
3426,헌법,2,3,34
3427,헌법,3,4,34
3428,헌법,4,3,34
3429,헌법,5,4,34
3430,헌법,6,2,34
3431,헌법,7,4,34
3432,헌법,8,2,34
3433,헌법,9,1,34
3434,헌법,10,3,34
3435,헌법,11,2,34
3436,헌법,12,3,34
3437,헌법,13,4,34
3438,헌법,14,2,34
3439,헌법,15,4,34
3440,헌법,16,2,34
3441,헌법,17,3,34
3442,헌법,18,2,34
3443,헌법,19,3,34
3444,헌법,20,4,34
3445,헌법,21,3,34
3446,헌법,22,3,34
3447,헌법,23,1,34
3448,헌법,24,1,34
3449,헌법,25,4,34
3450,언어,1,2,34
3451,언어,2,2,34
3452,언어,3,5,34
3453,언어,4,4,34
3454,언어,5,5,34
3455,언어,6,2,34
3456,언어,7,5,34
3457,언어,8,2,34
3458,언어,9,3,34
3459,언어,10,4,34
3460,언어,11,4,34
3461,언어,12,1,34
3462,언어,13,4,34
3463,언어,14,3,34
3464,언어,15,4,34
3465,언어,16,3,34
3466,언어,17,5,34
3467,언어,18,5,34
3468,언어,19,2,34
3469,언어,20,3,34
3470,언어,21,5,34
3471,언어,22,4,34
3472,언어,23,4,34
3473,언어,24,2,34
3474,언어,25,5,34
3475,언어,26,4,34
3476,언어,27,1,34
3477,언어,28,2,34
3478,언어,29,4,34
3479,언어,30,2,34
3480,언어,31,5,34
3481,언어,32,5,34
3482,언어,33,1,34
3483,언어,34,1,34
3484,언어,35,2,34
3485,언어,36,3,34
3486,언어,37,5,34
3487,언어,38,5,34
3488,언어,39,5,34
3489,언어,40,2,34
3490,자료,1,1,34
3491,자료,2,5,34
3492,자료,3,4,34
3493,자료,4,5,34
3494,자료,5,4,34
3495,자료,6,2,34
3496,자료,7,3,34
3497,자료,8,5,34
3498,자료,9,1,34
3499,자료,10,4,34
3500,자료,11,5,34
3501,자료,12,1,34
3502,자료,13,4,34
3503,자료,14,4,34
3504,자료,15,5,34
3505,자료,16,4,34
3506,자료,17,2,34
3507,자료,18,1,34
3508,자료,19,2,34
3509,자료,20,2,34
3510,자료,21,1,34
3511,자료,22,4,34
3512,자료,23,2,34
3513,자료,24,3,34
3514,자료,25,1,34
3515,자료,26,1,34
3516,자료,27,5,34
3517,자료,28,3,34
3518,자료,29,2,34
3519,자료,30,4,34
3520,자료,31,2,34
3521,자료,32,4,34
3522,자료,33,2,34
3523,자료,34,4,34
3524,자료,35,3,34
3525,자료,36,5,34
3526,자료,37,4,34
3527,자료,38,5,34
3528,자료,39,4,34
3529,자료,40,3,34
3530,상황,1,4,34
3531,상황,2,4,34
3532,상황,3,1,34
3533,상황,4,5,34
3534,상황,5,2,34
3535,상황,6,3,34
3536,상황,7,5,34
3537,상황,8,4,34
3538,상황,9,3,34
3539,상황,10,2,34
3540,상황,11,3,34
3541,상황,12,5,34
3542,상황,13,3,34
3543,상황,14,4,34
3544,상황,15,3,34
3545,상황,16,2,34
3546,상황,17,1,34
3547,상황,18,1,34
3548,상황,19,2,34
3549,상황,20,5,34
3550,상황,21,4,34
3551,상황,22,4,34
3552,상황,23,2,34
3553,상황,24,2,34
3554,상황,25,5,34
3555,상황,26,5,34
3556,상황,27,5,34
3557,상황,28,1,34
3558,상황,29,2,34
3559,상황,30,5,34
3560,상황,31,5,34
3561,상황,32,5,34
3562,상황,33,1,34
3563,상황,34,5,34
3564,상황,35,3,34
3565,상황,36,5,34
3566,상황,37,5,34
3567,상황,38,5,34
3568,상황,39,1,34
3569,상황,40,4,34
3570,헌법,1,3,35
3571,헌법,2,3,35
3572,헌법,3,2,35
3573,헌법,4,3,35
3574,헌법,5,2,35
3575,헌법,6,1,35
3576,헌법,7,2,35
3577,헌법,8,3,35
3578,헌법,9,3,35
3579,헌법,10,2,35
3580,헌법,11,3,35
3581,헌법,12,3,35
3582,헌법,13,3,35
3583,헌법,14,2,35
3584,헌법,15,4,35
3585,헌법,16,3,35
3586,헌법,17,2,35
3587,헌법,18,2,35
3588,헌법,19,3,35
3589,헌법,20,4,35
3590,헌법,21,2,35
3591,헌법,22,3,35
3592,헌법,23,2,35
3593,헌법,24,2,35
3594,헌법,25,2,35
3595,언어,1,2,35
3596,언어,2,1,35
3597,언어,3,5,35
3598,언어,4,5,35
3599,언어,5,5,35
3600,언어,6,5,35
3601,언어,7,5,35
3602,언어,8,2,35
3603,언어,9,2,35
3604,언어,10,3,35
3605,언어,11,3,35
3606,언어,12,3,35
3607,언어,13,4,35
3608,언어,14,5,35
3609,언어,15,4,35
3610,언어,16,3,35
3611,언어,17,1,35
3612,언어,18,5,35
3613,언어,19,2,35
3614,언어,20,3,35
3615,언어,21,5,35
3616,언어,22,4,35
3617,언어,23,4,35
3618,언어,24,2,35
3619,언어,25,5,35
3620,언어,26,4,35
3621,언어,27,1,35
3622,언어,28,3,35
3623,언어,29,4,35
3624,언어,30,2,35
3625,언어,31,3,35
3626,언어,32,4,35
3627,언어,33,1,35
3628,언어,34,1,35
3629,언어,35,2,35
3630,언어,36,3,35
3631,언어,37,5,35
3632,언어,38,5,35
3633,언어,39,5,35
3634,언어,40,2,35
3635,자료,1,2,35
3636,자료,2,5,35
3637,자료,3,4,35
3638,자료,4,3,35
3639,자료,5,1,35
3640,자료,6,2,35
3641,자료,7,3,35
3642,자료,8,5,35
3643,자료,9,1,35
3644,자료,10,3,35
3645,자료,11,5,35
3646,자료,12,1,35
3647,자료,13,4,35
3648,자료,14,4,35
3649,자료,15,5,35
3650,자료,16,4,35
3651,자료,17,2,35
3652,자료,18,1,35
3653,자료,19,5,35
3654,자료,20,2,35
3655,자료,21,1,35
3656,자료,22,4,35
3657,자료,23,4,35
3658,자료,24,3,35
3659,자료,25,2,35
3660,자료,26,1,35
3661,자료,27,1,35
3662,자료,28,3,35
3663,자료,29,2,35
3664,자료,30,3,35
3665,자료,31,2,35
3666,자료,32,4,35
3667,자료,33,2,35
3668,자료,34,4,35
3669,자료,35,3,35
3670,자료,36,2,35
3671,자료,37,2,35
3672,자료,38,5,35
3673,자료,39,4,35
3674,자료,40,3,35
3675,상황,1,4,35
3676,상황,2,4,35
3677,상황,3,1,35
3678,상황,4,3,35
3679,상황,5,3,35
3680,상황,6,3,35
3681,상황,7,5,35
3682,상황,8,4,35
3683,상황,9,3,35
3684,상황,10,2,35
3685,상황,11,5,35
3686,상황,12,1,35
3687,상황,13,3,35
3688,상황,14,3,35
3689,상황,15,3,35
3690,상황,16,4,35
3691,상황,17,1,35
3692,상황,18,1,35
3693,상황,19,2,35
3694,상황,20,3,35
3695,상황,21,4,35
3696,상황,22,4,35
3697,상황,23,2,35
3698,상황,24,2,35
3699,상황,25,5,35
3700,상황,26,1,35
3701,상황,27,5,35
3702,상황,28,2,35
3703,상황,29,2,35
3704,상황,30,5,35
3705,상황,31,3,35
3706,상황,32,4,35
3707,상황,33,1,35
3708,상황,34,3,35
3709,상황,35,5,35
3710,상황,36,4,35
3711,상황,37,5,35
3712,상황,38,3,35
3713,상황,39,1,35
3714,상황,40,4,35
3715,헌법,1,3,36
3716,헌법,2,2,36
3717,헌법,3,4,36
3718,헌법,4,1,36
3719,헌법,5,3,36
3720,헌법,6,3,36
3721,헌법,7,4,36
3722,헌법,8,2,36
3723,헌법,9,1,36
3724,헌법,10,3,36
3725,헌법,11,3,36
3726,헌법,12,2,36
3727,헌법,13,1,36
3728,헌법,14,4,36
3729,헌법,15,2,36
3730,헌법,16,3,36
3731,헌법,17,2,36
3732,헌법,18,2,36
3733,헌법,19,4,36
3734,헌법,20,3,36
3735,헌법,21,3,36
3736,헌법,22,1,36
3737,헌법,23,2,36
3738,헌법,24,3,36
3739,헌법,25,3,36
3740,언어,1,3,36
3741,언어,2,2,36
3742,언어,3,2,36
3743,언어,4,4,36
3744,언어,5,3,36
3745,언어,6,1,36
3746,언어,7,5,36
3747,언어,8,3,36
3748,언어,9,2,36
3749,언어,10,4,36
3750,언어,11,5,36
3751,언어,12,1,36
3752,언어,13,2,36
3753,언어,14,1,36
3754,언어,15,4,36
3755,언어,16,3,36
3756,언어,17,5,36
3757,언어,18,4,36
3758,언어,19,2,36
3759,언어,20,1,36
3760,언어,21,4,36
3761,언어,22,2,36
3762,언어,23,4,36
3763,언어,24,2,36
3764,언어,25,4,36
3765,언어,26,5,36
3766,언어,27,5,36
3767,언어,28,3,36
3768,언어,29,2,36
3769,언어,30,2,36
3770,언어,31,3,36
3771,언어,32,4,36
3772,언어,33,1,36
3773,언어,34,2,36
3774,언어,35,4,36
3775,언어,36,2,36
3776,언어,37,3,36
3777,언어,38,5,36
3778,언어,39,4,36
3779,언어,40,1,36
3780,자료,1,3,36
3781,자료,2,4,36
3782,자료,3,2,36
3783,자료,4,2,36
3784,자료,5,5,36
3785,자료,6,4,36
3786,자료,7,3,36
3787,자료,8,4,36
3788,자료,9,2,36
3789,자료,10,4,36
3790,자료,11,4,36
3791,자료,12,1,36
3792,자료,13,4,36
3793,자료,14,2,36
3794,자료,15,2,36
3795,자료,16,3,36
3796,자료,17,3,36
3797,자료,18,2,36
3798,자료,19,2,36
3799,자료,20,5,36
3800,자료,21,4,36
3801,자료,22,4,36
3802,자료,23,2,36
3803,자료,24,2,36
3804,자료,25,3,36
3805,자료,26,4,36
3806,자료,27,5,36
3807,자료,28,4,36
3808,자료,29,4,36
3809,자료,30,3,36
3810,자료,31,1,36
3811,자료,32,1,36
3812,자료,33,3,36
3813,자료,34,2,36
3814,자료,35,2,36
3815,자료,36,4,36
3816,자료,37,3,36
3817,자료,38,1,36
3818,자료,39,5,36
3819,자료,40,5,36
3820,상황,1,3,36
3821,상황,2,2,36
3822,상황,3,5,36
3823,상황,4,4,36
3824,상황,5,3,36
3825,상황,6,4,36
3826,상황,7,4,36
3827,상황,8,1,36
3828,상황,9,2,36
3829,상황,10,2,36
3830,상황,11,5,36
3831,상황,12,4,36
3832,상황,13,3,36
3833,상황,14,4,36
3834,상황,15,4,36
3835,상황,16,5,36
3836,상황,17,2,36
3837,상황,18,4,36
3838,상황,19,3,36
3839,상황,20,3,36
3840,상황,21,4,36
3841,상황,22,5,36
3842,상황,23,2,36
3843,상황,24,1,36
3844,상황,25,3,36
3845,상황,26,2,36
3846,상황,27,2,36
3847,상황,28,4,36
3848,상황,29,3,36
3849,상황,30,5,36
3850,상황,31,4,36
3851,상황,32,2,36
3852,상황,33,4,36
3853,상황,34,4,36
3854,상황,35,3,36
3855,상황,36,3,36
3856,상황,37,1,36
3857,상황,38,5,36
3858,상황,39,4,36
3859,상황,40,5,36
3860,헌법,1,3,37
3861,헌법,2,2,37
3862,헌법,3,1,37
3863,헌법,4,3,37
3864,헌법,5,1,37
3865,헌법,6,2,37
3866,헌법,7,4,37
3867,헌법,8,3,37
3868,헌법,9,1,37
3869,헌법,10,4,37
3870,헌법,11,2,37
3871,헌법,12,1,37
3872,헌법,13,4,37
3873,헌법,14,2,37
3874,헌법,15,2,37
3875,헌법,16,4,37
3876,헌법,17,2,37
3877,헌법,18,2,37
3878,헌법,19,3,37
3879,헌법,20,4,37
3880,헌법,21,3,37
3881,헌법,22,3,37
3882,헌법,23,1,37
3883,헌법,24,2,37
3884,헌법,25,4,37
3885,언어,1,3,37
3886,언어,2,2,37
3887,언어,3,5,37
3888,언어,4,2,37
3889,언어,5,5,37
3890,언어,6,1,37
3891,언어,7,5,37
3892,언어,8,2,37
3893,언어,9,2,37
3894,언어,10,4,37
3895,언어,11,4,37
3896,언어,12,3,37
3897,언어,13,3,37
3898,언어,14,3,37
3899,언어,15,4,37
3900,언어,16,3,37
3901,언어,17,1,37
3902,언어,18,5,37
3903,언어,19,2,37
3904,언어,20,3,37
3905,언어,21,1,37
3906,언어,22,4,37
3907,언어,23,4,37
3908,언어,24,2,37
3909,언어,25,1,37
3910,언어,26,4,37
3911,언어,27,1,37
3912,언어,28,1,37
3913,언어,29,4,37
3914,언어,30,2,37
3915,언어,31,3,37
3916,언어,32,3,37
3917,언어,33,3,37
3918,언어,34,3,37
3919,언어,35,5,37
3920,언어,36,3,37
3921,언어,37,4,37
3922,언어,38,5,37
3923,언어,39,2,37
3924,언어,40,2,37
3925,자료,1,1,37
3926,자료,2,5,37
3927,자료,3,4,37
3928,자료,4,3,37
3929,자료,5,3,37
3930,자료,6,3,37
3931,자료,7,3,37
3932,자료,8,3,37
3933,자료,9,1,37
3934,자료,10,3,37
3935,자료,11,5,37
3936,자료,12,1,37
3937,자료,13,2,37
3938,자료,14,4,37
3939,자료,15,5,37
3940,자료,16,1,37
3941,자료,17,1,37
3942,자료,18,1,37
3943,자료,19,2,37
3944,자료,20,2,37
3945,자료,21,4,37
3946,자료,22,4,37
3947,자료,23,4,37
3948,자료,24,3,37
3949,자료,25,2,37
3950,자료,26,1,37
3951,자료,27,2,37
3952,자료,28,3,37
3953,자료,29,2,37
3954,자료,30,3,37
3955,자료,31,2,37
3956,자료,32,4,37
3957,자료,33,2,37
3958,자료,34,4,37
3959,자료,35,3,37
3960,자료,36,2,37
3961,자료,37,2,37
3962,자료,38,5,37
3963,자료,39,5,37
3964,자료,40,3,37
3965,상황,1,4,37
3966,상황,2,4,37
3967,상황,3,1,37
3968,상황,4,3,37
3969,상황,5,2,37
3970,상황,6,3,37
3971,상황,7,4,37
3972,상황,8,4,37
3973,상황,9,3,37
3974,상황,10,2,37
3975,상황,11,3,37
3976,상황,12,3,37
3977,상황,13,3,37
3978,상황,14,3,37
3979,상황,15,3,37
3980,상황,16,3,37
3981,상황,17,1,37
3982,상황,18,1,37
3983,상황,19,2,37
3984,상황,20,3,37
3985,상황,21,4,37
3986,상황,22,4,37
3987,상황,23,2,37
3988,상황,24,2,37
3989,상황,25,5,37
3990,상황,26,2,37
3991,상황,27,5,37
3992,상황,28,1,37
3993,상황,29,2,37
3994,상황,30,5,37
3995,상황,31,3,37
3996,상황,32,3,37
3997,상황,33,3,37
3998,상황,34,3,37
3999,상황,35,3,37
4000,상황,36,3,37
4001,상황,37,5,37
4002,상황,38,3,37
4003,상황,39,1,37
4004,상황,40,1,37
4005,헌법,1,3,39
4006,헌법,2,3,39
4007,헌법,3,1,39
4008,헌법,4,3,39
4009,헌법,5,1,39
4010,헌법,6,3,39
4011,헌법,7,2,39
4012,헌법,8,4,39
4013,헌법,9,4,39
4014,헌법,10,4,39
4015,헌법,11,2,39
4016,헌법,12,1,39
4017,헌법,13,4,39
4018,헌법,14,2,39
4019,헌법,15,4,39
4020,헌법,16,2,39
4021,헌법,17,2,39
4022,헌법,18,1,39
4023,헌법,19,2,39
4024,헌법,20,4,39
4025,헌법,21,3,39
4026,헌법,22,3,39
4027,헌법,23,1,39
4028,헌법,24,2,39
4029,헌법,25,1,39
4030,언어,1,2,39
4031,언어,2,2,39
4032,언어,3,5,39
4033,언어,4,2,39
4034,언어,5,5,39
4035,언어,6,1,39
4036,언어,7,5,39
4037,언어,8,2,39
4038,언어,9,2,39
4039,언어,10,4,39
4040,언어,11,3,39
4041,언어,12,1,39
4042,언어,13,1,39
4043,언어,14,3,39
4044,언어,15,4,39
4045,언어,16,3,39
4046,언어,17,1,39
4047,언어,18,5,39
4048,언어,19,2,39
4049,언어,20,3,39
4050,언어,21,4,39
4051,언어,22,4,39
4052,언어,23,4,39
4053,언어,24,2,39
4054,언어,25,5,39
4055,언어,26,4,39
4056,언어,27,1,39
4057,언어,28,5,39
4058,언어,29,4,39
4059,언어,30,2,39
4060,언어,31,3,39
4061,언어,32,3,39
4062,언어,33,1,39
4063,언어,34,1,39
4064,언어,35,4,39
4065,언어,36,3,39
4066,언어,37,5,39
4067,언어,38,5,39
4068,언어,39,5,39
4069,언어,40,2,39
4070,자료,1,2,39
4071,자료,2,5,39
4072,자료,3,1,39
4073,자료,4,3,39
4074,자료,5,4,39
4075,자료,6,2,39
4076,자료,7,3,39
4077,자료,8,4,39
4078,자료,9,1,39
4079,자료,10,3,39
4080,자료,11,5,39
4081,자료,12,4,39
4082,자료,13,4,39
4083,자료,14,4,39
4084,자료,15,5,39
4085,자료,16,4,39
4086,자료,17,5,39
4087,자료,18,1,39
4088,자료,19,2,39
4089,자료,20,2,39
4090,자료,21,1,39
4091,자료,22,4,39
4092,자료,23,5,39
4093,자료,24,1,39
4094,자료,25,4,39
4095,자료,26,1,39
4096,자료,27,4,39
4097,자료,28,3,39
4098,자료,29,4,39
4099,자료,30,4,39
4100,자료,31,4,39
4101,자료,32,4,39
4102,자료,33,4,39
4103,자료,34,4,39
4104,자료,35,4,39
4105,자료,36,4,39
4106,자료,37,4,39
4107,자료,38,4,39
4108,자료,39,5,39
4109,자료,40,3,39
4110,상황,1,5,39
4111,상황,2,4,39
4112,상황,3,1,39
4113,상황,4,5,39
4114,상황,5,2,39
4115,상황,6,3,39
4116,상황,7,5,39
4117,상황,8,4,39
4118,상황,9,3,39
4119,상황,10,2,39
4120,상황,11,5,39
4121,상황,12,3,39
4122,상황,13,1,39
4123,상황,14,1,39
4124,상황,15,3,39
4125,상황,16,1,39
4126,상황,17,1,39
4127,상황,18,1,39
4128,상황,19,2,39
4129,상황,20,3,39
4130,상황,21,4,39
4131,상황,22,3,39
4132,상황,23,2,39
4133,상황,24,2,39
4134,상황,25,5,39
4135,상황,26,2,39
4136,상황,27,4,39
4137,상황,28,1,39
4138,상황,29,2,39
4139,상황,30,5,39
4140,상황,31,1,39
4141,상황,32,1,39
4142,상황,33,1,39
4143,상황,34,1,39
4144,상황,35,3,39
4145,상황,36,1,39
4146,상황,37,5,39
4147,상황,38,1,39
4148,상황,39,1,39
4149,상황,40,4,39
4150,헌법,1,3,40
4151,헌법,2,3,40
4152,헌법,3,3,40
4153,헌법,4,3,40
4154,헌법,5,1,40
4155,헌법,6,3,40
4156,헌법,7,1,40
4157,헌법,8,2,40
4158,헌법,9,3,40
4159,헌법,10,2,40
4160,헌법,11,1,40
4161,헌법,12,3,40
4162,헌법,13,3,40
4163,헌법,14,2,40
4164,헌법,15,3,40
4165,헌법,16,2,40
4166,헌법,17,2,40
4167,헌법,18,2,40
4168,헌법,19,3,40
4169,헌법,20,4,40
4170,헌법,21,3,40
4171,헌법,22,4,40
4172,헌법,23,1,40
4173,헌법,24,2,40
4174,헌법,25,1,40
4175,언어,1,2,40
4176,언어,2,2,40
4177,언어,3,5,40
4178,언어,4,4,40
4179,언어,5,5,40
4180,언어,6,1,40
4181,언어,7,5,40
4182,언어,8,2,40
4183,언어,9,2,40
4184,언어,10,4,40
4185,언어,11,4,40
4186,언어,12,3,40
4187,언어,13,3,40
4188,언어,14,3,40
4189,언어,15,4,40
4190,언어,16,3,40
4191,언어,17,3,40
4192,언어,18,5,40
4193,언어,19,2,40
4194,언어,20,3,40
4195,언어,21,5,40
4196,언어,22,4,40
4197,언어,23,4,40
4198,언어,24,2,40
4199,언어,25,3,40
4200,언어,26,4,40
4201,언어,27,1,40
4202,언어,28,2,40
4203,언어,29,4,40
4204,언어,30,2,40
4205,언어,31,3,40
4206,언어,32,5,40
4207,언어,33,1,40
4208,언어,34,1,40
4209,언어,35,5,40
4210,언어,36,1,40
4211,언어,37,5,40
4212,언어,38,5,40
4213,언어,39,2,40
4214,언어,40,2,40
4215,자료,1,1,40
4216,자료,2,1,40
4217,자료,3,4,40
4218,자료,4,3,40
4219,자료,5,5,40
4220,자료,6,2,40
4221,자료,7,3,40
4222,자료,8,4,40
4223,자료,9,5,40
4224,자료,10,3,40
4225,자료,11,5,40
4226,자료,12,1,40
4227,자료,13,4,40
4228,자료,14,4,40
4229,자료,15,5,40
4230,자료,16,4,40
4231,자료,17,2,40
4232,자료,18,1,40
4233,자료,19,2,40
4234,자료,20,2,40
4235,자료,21,1,40
4236,자료,22,4,40
4237,자료,23,4,40
4238,자료,24,1,40
4239,자료,25,4,40
4240,자료,26,1,40
4241,자료,27,5,40
4242,자료,28,3,40
4243,자료,29,4,40
4244,자료,30,1,40
4245,자료,31,2,40
4246,자료,32,4,40
4247,자료,33,4,40
4248,자료,34,3,40
4249,자료,35,3,40
4250,자료,36,2,40
4251,자료,37,4,40
4252,자료,38,5,40
4253,자료,39,1,40
4254,자료,40,3,40
4255,상황,1,4,40
4256,상황,2,2,40
4257,상황,3,1,40
4258,상황,4,5,40
4259,상황,5,2,40
4260,상황,6,3,40
4261,상황,7,5,40
4262,상황,8,4,40
4263,상황,9,3,40
4264,상황,10,2,40
4265,상황,11,5,40
4266,상황,12,3,40
4267,상황,13,3,40
4268,상황,14,4,40
4269,상황,15,3,40
4270,상황,16,2,40
4271,상황,17,1,40
4272,상황,18,1,40
4273,상황,19,2,40
4274,상황,20,3,40
4275,상황,21,4,40
4276,상황,22,4,40
4277,상황,23,2,40
4278,상황,24,1,40
4279,상황,25,5,40
4280,상황,26,2,40
4281,상황,27,5,40
4282,상황,28,5,40
4283,상황,29,3,40
4284,상황,30,5,40
4285,상황,31,5,40
4286,상황,32,3,40
4287,상황,33,1,40
4288,상황,34,3,40
4289,상황,35,5,40
4290,상황,36,4,40
4291,상황,37,5,40
4292,상황,38,5,40
4293,상황,39,1,40
4294,상황,40,4,40
4295,헌법,1,4,41
4296,헌법,2,2,41
4297,헌법,3,3,41
4298,헌법,4,3,41
4299,헌법,5,1,41
4300,헌법,6,2,41
4301,헌법,7,1,41
4302,헌법,8,4,41
4303,헌법,9,1,41
4304,헌법,10,2,41
4305,헌법,11,2,41
4306,헌법,12,3,41
4307,헌법,13,4,41
4308,헌법,14,2,41
4309,헌법,15,3,41
4310,헌법,16,2,41
4311,헌법,17,3,41
4312,헌법,18,2,41
4313,헌법,19,4,41
4314,헌법,20,4,41
4315,헌법,21,3,41
4316,헌법,22,3,41
4317,헌법,23,1,41
4318,헌법,24,4,41
4319,헌법,25,4,41
4320,언어,1,2,41
4321,언어,2,2,41
4322,언어,3,5,41
4323,언어,4,4,41
4324,언어,5,5,41
4325,언어,6,4,41
4326,언어,7,5,41
4327,언어,8,2,41
4328,언어,9,2,41
4329,언어,10,4,41
4330,언어,11,3,41
4331,언어,12,3,41
4332,언어,13,1,41
4333,언어,14,5,41
4334,언어,15,4,41
4335,언어,16,3,41
4336,언어,17,1,41
4337,언어,18,5,41
4338,언어,19,2,41
4339,언어,20,3,41
4340,언어,21,5,41
4341,언어,22,4,41
4342,언어,23,4,41
4343,언어,24,2,41
4344,언어,25,5,41
4345,언어,26,4,41
4346,언어,27,1,41
4347,언어,28,2,41
4348,언어,29,4,41
4349,언어,30,2,41
4350,언어,31,3,41
4351,언어,32,5,41
4352,언어,33,1,41
4353,언어,34,1,41
4354,언어,35,5,41
4355,언어,36,3,41
4356,언어,37,5,41
4357,언어,38,5,41
4358,언어,39,5,41
4359,언어,40,2,41
4360,자료,1,1,41
4361,자료,2,5,41
4362,자료,3,4,41
4363,자료,4,3,41
4364,자료,5,1,41
4365,자료,6,2,41
4366,자료,7,3,41
4367,자료,8,5,41
4368,자료,9,5,41
4369,자료,10,4,41
4370,자료,11,5,41
4371,자료,12,4,41
4372,자료,13,3,41
4373,자료,14,4,41
4374,자료,15,2,41
4375,자료,16,1,41
4376,자료,17,2,41
4377,자료,18,1,41
4378,자료,19,5,41
4379,자료,20,2,41
4380,자료,21,4,41
4381,자료,22,4,41
4382,자료,23,4,41
4383,자료,24,3,41
4384,자료,25,2,41
4385,자료,26,1,41
4386,자료,27,1,41
4387,자료,28,3,41
4388,자료,29,2,41
4389,자료,30,1,41
4390,자료,31,2,41
4391,자료,32,4,41
4392,자료,33,2,41
4393,자료,34,4,41
4394,자료,35,3,41
4395,자료,36,2,41
4396,자료,37,2,41
4397,자료,38,5,41
4398,자료,39,5,41
4399,자료,40,3,41
4400,상황,1,4,41
4401,상황,2,2,41
4402,상황,3,1,41
4403,상황,4,5,41
4404,상황,5,2,41
4405,상황,6,3,41
4406,상황,7,5,41
4407,상황,8,4,41
4408,상황,9,3,41
4409,상황,10,2,41
4410,상황,11,5,41
4411,상황,12,3,41
4412,상황,13,3,41
4413,상황,14,1,41
4414,상황,15,3,41
4415,상황,16,4,41
4416,상황,17,1,41
4417,상황,18,1,41
4418,상황,19,2,41
4419,상황,20,3,41
4420,상황,21,4,41
4421,상황,22,5,41
4422,상황,23,2,41
4423,상황,24,2,41
4424,상황,25,5,41
4425,상황,26,2,41
4426,상황,27,5,41
4427,상황,28,3,41
4428,상황,29,2,41
4429,상황,30,5,41
4430,상황,31,5,41
4431,상황,32,2,41
4432,상황,33,1,41
4433,상황,34,3,41
